"","Names","ID","pl","pb","p","pFdr","pFWER"
"18","Breast cancer","05224",0.00321015617840561,0.0035,0.000139280644768032,0.00149339802445724,0.0268811644402302
"19","Chagas disease (American trypanosomiasis)","05142",0.00354431534476264,0.0035,0.000152550554337305,0.00154959247300525,0.0294422569870998
"20","AGE-RAGE signaling pathway in diabetic complications","04933",0.0172901599474969,0.001,0.000206883213130177,0.00199642300670621,0.0399284601341242
"21","Proteoglycans in cancer","05205",0.0161972301326884,0.0015,0.000282444185987494,0.00253043074120963,0.0545117278955863
"22","Apelin signaling pathway","04371",0.0124305157257945,0.002,0.000288442882417678,0.00253043074120963,0.0556694763066118
"23","Prolactin signaling pathway","04917",0.032881439246046,0.001,0.000372303456874008,0.00312411161637754,0.0718545671766835
"24","Circadian rhythm","04710",0.0381760095585836,0.001,0.000426552132118344,0.00343019006245169,0.0823245614988405
"25","Bacterial invasion of epithelial cells","05100",0.000965646568637262,0.0415,0.000445817913933524,0.0034417142955668,0.0860428573891701
"26","Adherens junction","04520",0.00580046192743827,0.008,0.000509425868509946,0.00375663486779631,0.0983191926224195
"27","Apoptosis","04210",0.0495663527388003,0.001,0.000540877871413664,0.00375663486779631,0.104389429182837
"28","Hepatitis B","05161",0.0147187434101779,0.0035,0.000560161380677809,0.00375663486779631,0.108111146470817
"29","Toxoplasmosis","05145",0.103904016818497,5e-04,0.000564468451637787,0.00375663486779631,0.108942411166093
"30","Sphingolipid signaling pathway","04071",0.0305451574145085,0.002,0.000653859244099135,0.00408215162266961,0.126194834111133
"31","Neurotrophin signaling pathway","04722",0.0313711401448964,0.002,0.000669866387633993,0.00408215162266961,0.129284212813361
"32","Hepatitis C","05160",0.042308469354822,0.0015,0.000676833429665428,0.00408215162266961,0.130628851925428
"33","AMPK signaling pathway","04152",0.0330623807648211,0.002,0.000702507302501848,0.00410860331463202,0.135583909382857
"34","Basal cell carcinoma","05217",0.00218979423396947,0.0375,0.000854624302194795,0.0047402104740954,0.164942490323595
"35","Osteoclast differentiation","04380",0.0413244483888757,0.002,0.000859623661105383,0.0047402104740954,0.165907366593339
"36","Central carbon metabolism in cancer","05230",0.0271900799087265,0.005,0.00134634677667275,0.00691802128622473,0.25984492789784
"37","Inflammatory bowel disease (IBD)","05321",0.13764528511285,0.001,0.00136142619514351,0.00691802128622473,0.262755255662698
"38","Transcriptional misregulation in cancer","05202",0.0344301969297414,0.004,0.00136209745531886,0.00691802128622473,0.26288480887654
"39","Longevity regulating pathway","04211",0.0120967543618469,0.0125,0.00148137530299039,0.00733090855069604,0.285905433477145
"40","Insulin signaling pathway","04910",0.0124305157257945,0.013,0.00157240167257273,0.00750807653985907,0.303473522806538
"41","Notch signaling pathway","04330",0.0121618693886283,0.0135,0.00159497999033276,0.00750807653985907,0.307831138134222
"42","Melanoma","05218",0.00498701459968041,0.0395,0.00187775417926512,0.00848293344180193,0.362406556598169
"43","Ras signaling pathway","04014",0.396841120003366,5e-04,0.00188997998962426,0.00848293344180193,0.364766137997483
"44","Rap1 signaling pathway","04015",0.0595223543737912,0.0035,0.00197420082892012,0.00861459660266944,0.381020759981583
"45","ErbB signaling pathway","04012",0.212389305917411,0.001,0.00200858470010427,0.00861459660266944,0.387656847120125
"46","Endometrial cancer","05213",0.01358504897087,0.0165,0.00210775397673996,0.00867983075793231,0.406796517510813
"47","Estrogen signaling pathway","04915",0.0749553113037936,0.003,0.00211374116903015,0.00867983075793231,0.407952045622819
"48","mTOR signaling pathway","04150",0.0177270185758915,0.014,0.00230839615489823,0.0092816762061533,0.445520457895358
"49","Calcium signaling pathway","04020",0.545946799858245,5e-04,0.00251303029973009,0.00989826220097771,0.485014847847908
"50","Aldosterone synthesis and secretion","04925",0.562484491312395,5e-04,0.00258076158081117,0.0099617397019311,0.498086985096555
"51","cAMP signaling pathway","04024",0.591912461260741,5e-04,0.00270068909069932,0.010055403830293,0.521232994504968
"52","Fluid shear stress and atherosclerosis","05418",0.0540033290264675,0.0055,0.00270931689681088,0.010055403830293,0.5228981610845
"53","Cell cycle","04110",0.0356977399309083,0.0085,0.00276132851298201,0.010055403830293,0.532936403005528
"54","Small cell lung cancer","05222",0.051823541049427,0.0065,0.00303028388507909,0.0108304590707456,0.584844789820265
"55","NF-kappa B signaling pathway","04064",0.0696653719125673,0.005,0.00312183394115357,0.0109547991025934,0.602513950642639
"56","Fc epsilon RI signaling pathway","04664",0.147952154880626,0.0025,0.00329279759378786,0.0113483917071617,0.635509935601057
"57","Thyroid hormone signaling pathway","04919",0.110157772208016,0.0035,0.00341631405070406,0.0115675195050155,0.659348611785885
"58","Shigellosis","05131",0.0271900799087265,0.0145,0.00348463688708267,0.0115954296414992,0.672534919206956
"59","Measles","05162",0.0453398114510045,0.0095,0.00376888615841747,0.0123287292978741,0.727395028574571
"60","VEGF signaling pathway","04370",0.11756386730574,0.004,0.00407346313022096,0.0129613336944374,0.786178384132645
"61","Toll-like receptor signaling pathway","04620",0.0860499411991974,0.0055,0.00409658733347505,0.0129613336944374,0.790641355360684
"62","Progesterone-mediated oocyte maturation","04914",0.249292771019159,0.002,0.00428969807019058,0.0131059948333656,0.827911727546782
"63","African trypanosomiasis","05143",1,5e-04,0.00430045122977104,0.0131059948333656,0.829987087345811
"64","Inflammatory mediator regulation of TRP channels","04750",0.253000565763286,0.002,0.00434602937479481,0.0131059948333656,0.838783669335399
"65","Leukocyte transendothelial migration","04670",0.105972462411422,0.0055,0.0049236615586772,0.014533608434395,0.950266680824699
"66","T cell receptor signaling pathway","04660",0.0841543741674636,0.007,0.00497004226253924,0.014533608434395,0.959218156670073
"67","Thyroid cancer","05216",0.0337641476636701,0.0185,0.00523341910668923,0.0150753714565824,1
"68","Vascular smooth muscle contraction","04270",0.70528452448399,0.001,0.00582347031814238,0.0163894686659107,1
"69","Endocytosis","04144",0.48374406319345,0.0015,0.00597072440108886,0.0163894686659107,1
"70","Regulation of actin cytoskeleton","04810",0.162733012495812,0.0045,0.00601899782672522,0.0163894686659107,1
"71","Prostate cancer","05215",0.0564402994023763,0.013,0.00602928640041275,0.0163894686659107,1
"72","Hedgehog signaling pathway","04340",0.376953001421075,0.002,0.00617467325869329,0.0165515547073306,1
"73","Chemokine signaling pathway","04062",0.545946799858245,0.0015,0.00663941510426533,0.0175535221249755,1
"74","Acute myeloid leukemia","05221",0.425265312082399,0.002,0.00686348456996444,0.0176722569512549,1
"75","Renal cell carcinoma","05211",0.0271900799087265,0.032,0.0070014868685472,0.0176722569512549,1
"76","Influenza A","05164",0.249710037919929,0.0035,0.00702897927742824,0.0176722569512549,1
"77","Platelet activation","04611",0.125293496140616,0.007,0.00705058956086335,0.0176722569512549,1
"78","PI3K-Akt signaling pathway","04151",0.257269910327325,0.0035,0.00721492274076693,0.0177366024564692,1
"79","Th1 and Th2 cell differentiation","04658",0.604589697728655,0.0015,0.00726006007285528,0.0177366024564692,1
"80","Circadian entrainment","04713",1,0.001,0.00790775527898214,0.0189279939312997,1
"81","Melanogenesis","04916",0.0804184453662565,0.0125,0.00794387310070089,0.0189279939312997,1
"82","Type II diabetes mellitus","04930",0.0772024715257663,0.0135,0.0081986135009443,0.0192967366546616,1
"83","Pertussis","05133",0.53511714242049,0.002,0.0083905058999479,0.0195104534781921,1
"84","Fc gamma R-mediated phagocytosis","04666",0.0628895425216477,0.0195,0.00944742215462893,0.0214780284506688,1
"85","Insulin resistance","04931",0.0918448070489965,0.0135,0.0095382419287481,0.0214780284506688,1
"86","Axon guidance","04360",0.829819483571981,0.0015,0.00957052044952081,0.0214780284506688,1
"87","HIF-1 signaling pathway","04066",0.639033938193295,0.002,0.00979307472546327,0.0217248669197059,1
"88","Regulation of lipolysis in adipocytes","04923",0.101469178024979,0.013,0.010065791111291,0.0220761100508995,1
"89","Jak-STAT signaling pathway","04630",0.46399631041891,0.003,0.010547130294841,0.0228718668191495,1
"90","cGMP-PKG signaling pathway","04022",0.22316794737287,0.0065,0.0109313450666265,0.0234416621984325,1
"91","Epithelial cell signaling in Helicobacter pylori infection","05120",0.495969371991969,0.003,0.011174761448294,0.0236501482682081,1
"92","Adipocytokine signaling pathway","04920",0.501036238459175,0.003,0.011273645806607,0.0236501482682081,1
"93","Dopaminergic synapse","04728",0.374140430944279,0.0045,0.0124366556926722,0.0258094037493091,1
"94","p53 signaling pathway","04115",0.151422452221906,0.0115,0.01280436338843,0.0261274290737787,1
"95","GnRH signaling pathway","04912",0.234484616639757,0.0075,0.0129140366450251,0.0261274290737787,1
"96","Non-small cell lung cancer","05223",0.11429469420421,0.0155,0.0129960268968019,0.0261274290737787,1
"97","Oxytocin signaling pathway","04921",0.787087466611312,0.0025,0.0142283384262163,0.0283099929511315,1
"98","GABAergic synapse","04727",1,0.002,0.0144292161968444,0.0284167216937854,1
"99","Adrenergic signaling in cardiomyocytes","04261",0.174642620831473,0.012,0.0150217708613403,0.0292848664266533,1
"100","Retrograde endocannabinoid signaling","04723",0.639033938193295,0.0035,0.0158862335866224,0.0306604308221812,1
"101","TGF-beta signaling pathway","04350",0.051823541049427,0.0445,0.0163094835330961,0.0310280863706091,1
"102","Th17 cell differentiation","04659",0.290096992881521,0.008,0.0163982632632235,0.0310280863706091,1
"103","Choline metabolism in cancer","05231",0.260420202611553,0.01,0.0181008420585649,0.0339171118184759,1
"104","Epstein-Barr virus infection","05169",0.0520268721296342,0.055,0.0196194862244728,0.0364092388588773,1
"105","Alcoholism","05034",0.83827631718581,0.0035,0.0200431023565541,0.0368411309982375,1
"106","Dilated cardiomyopathy","05414",0.227100327113925,0.0135,0.020809269121116,0.0377064753135036,1
"107","RIG-I-like receptor signaling pathway","04622",0.154908952603549,0.02,0.0209961758459651,0.0377064753135036,1
"108","Amoebiasis","05146",0.249292771019159,0.0125,0.0210999965484891,0.0377064753135036,1
"109","Leishmaniasis","05140",0.0365711159062141,0.088,0.0216875684482231,0.038400923949606,1
"110","Amyotrophic lateral sclerosis (ALS)","05014",0.0921373264096005,0.0355,0.021989104490163,0.0385808833327405,1
"111","Glucagon signaling pathway","04922",0.0841543741674636,0.0415,0.0232495238174263,0.0401379223726233,1
"112","Long-term potentiation","04720",1,0.0035,0.0232924730867037,0.0401379223726233,1
"113","Hypertrophic cardiomyopathy (HCM)","05410",0.0503273166450314,0.0725,0.0241304264038854,0.0409336852253871,1
"114","Phospholipase D signaling pathway","04072",0.430269032029278,0.0085,0.0241784461953064,0.0409336852253871,1
"115","Alzheimer's disease","05010",0.822739381716213,0.0045,0.0244308934429832,0.0410014124738762,1
"116","Huntington's disease","05016",0.577924665526358,0.0065,0.0247338589252153,0.0411520239014357,1
"117","Endocrine and other factor-regulated calcium reabsorption","04961",0.376953001421075,0.011,0.0268919939124157,0.0441203655803318,1
"118","Glioma","05214",0.134246663414262,0.031,0.0269751457952288,0.0441203655803318,1
"119","Salmonella infection","05132",0.579835296017014,0.0075,0.0279967534295462,0.0454064992596842,1
"120","Viral myocarditis","05416",1,0.0045,0.0288165504699264,0.0463466186724649,1
"121","Cell adhesion molecules (CAMs)","04514",0.177118131723126,0.026,0.0293831053743432,0.0468672672499854,1
"122","Herpes simplex infection","05168",0.554831368767293,0.0085,0.0299789988483405,0.0474257932600796,1
"123","Phosphatidylinositol signaling system","04070",0.62410911951981,0.008,0.0314538204106919,0.0493543686118987,1
"124","Pancreatic secretion","04972",1,0.0055,0.0341165395270904,0.0531007429736165,1
"125","B cell receptor signaling pathway","04662",0.5110188842613,0.0115,0.0360639850921121,0.055682792982221,1
"126","Long-term depression","04730",0.453553758628571,0.0135,0.037323866506781,0.0571706844111805,1
"127","Bladder cancer","05219",0.0631435260124165,0.107,0.0405197082871328,0.0615771944835955,1
"128","Pathogenic Escherichia coli infection","05130",0.425265312082399,0.0175,0.0439130822579941,0.0662126943421317,1
"129","Protein processing in endoplasmic reticulum","04141",0.813477122004927,0.0095,0.0453086900648308,0.0677874200194755,1
"130","Serotonergic synapse","04726",1,0.0085,0.0490253574816299,0.0727837999534967,1
"131","Neuroactive ligand-receptor interaction","04080",0.770378201225684,0.0115,0.0507311321361185,0.0742420528956387,1
"132","Natural killer cell mediated cytotoxicity","04650",0.739087025425586,0.012,0.0507769480944264,0.0742420528956387,1
"133","Tuberculosis","05152",0.536940854452828,0.017,0.0519967925975426,0.075453992265607,1
"134","Amphetamine addiction","05031",0.495969371991969,0.0205,0.0568210860620166,0.0818393254475314,1
"135","Renin-angiotensin system","04614",1,0.0105,0.0583419902290959,0.0827941478986435,1
"136","Glutamatergic synapse","04724",1,0.0105,0.0583419902290959,0.0827941478986435,1
"137","Cholinergic synapse","04725",0.677113931641526,0.016,0.059857763050602,0.0843251698450087,1
"138","NOD-like receptor signaling pathway","04621",0.50920507242518,0.023,0.0637956591297417,0.0892214653046388,1
"139","Vasopressin-regulated water reabsorption","04962",0.357815302797104,0.0335,0.0650158506208543,0.0902738069771575,1
"140","Ovarian steroidogenesis","04913",1,0.0125,0.0672753329334235,0.0927438518296481,1
"141","Gap junction","04540",1,0.016,0.0821626649078777,0.112463789554755,1
"142","Parkinson's disease","05012",0.761888106863525,0.0215,0.0837319945642008,0.11367094792253,1
"143","Legionellosis","05134",1,0.0165,0.0842225158182474,0.11367094792253,1
"144","Intestinal immune network for IgA production","04672",1,0.017,0.0862672128937407,0.115622028392305,1
"145","Cocaine addiction","05030",0.389396066863689,0.0475,0.09230000337953,0.122854487256892,1
"146","Rheumatoid arthritis","05323",0.596503339936563,0.033,0.0970041480817315,0.128231510820371,1
"147","Salivary secretion","04970",1,0.021,0.102127889666433,0.13408627690899,1
"148","PPAR signaling pathway","03320",0.515935658373496,0.042,0.104702988174377,0.13653835620037,1
"149","Tight junction","04530",0.241691860384009,0.0945,0.109157434401221,0.141391844559971,1
"150","Prion diseases","05020",1,0.0245,0.115372512955071,0.148445966668858,1
"151","Complement and coagulation cascades","04610",1,0.025,0.117221986352848,0.149826777258939,1
"152","RNA degradation","03018",0.539793501172811,0.047,0.118585229408418,0.150572034709373,1
"153","Mineral absorption","04978",0.407599920535993,0.067,0.125636819417748,0.158483046716506,1
"154","SNARE interactions in vesicular transport","04130",1,0.028,0.128115421526594,0.160456323649724,1
"155","Ribosome biogenesis in eukaryotes","03008",0.286391344548203,0.0985,0.128863886868949,0.160456323649724,1
"156","Chemical carcinogenesis","05204",1,0.029,0.131673324020874,0.162903535487364,1
"157","IL-17 signaling pathway","04657",0.23818236052522,0.128,0.136901693263677,0.168293164330507,1
"158","Oocyte meiosis","04114",0.714121827484192,0.0455,0.143836191800015,0.175698639350652,1
"159","Viral carcinogenesis","05203",0.325902399147183,0.106,0.150808138996326,0.183056420291138,1
"160","Antigen processing and presentation","04612",0.539793501172811,0.065,0.15262438891077,0.184103169123616,1
"161","Gastric acid secretion","04971",1,0.036,0.155672508258937,0.186613627912887,1
"162","Taste transduction","04742",1,0.039,0.165523551681247,0.197197811570868,1
"163","Cytosolic DNA-sensing pathway","04623",1,0.0475,0.192233714477223,0.227614152724565,1
"164","Olfactory transduction","04740",0.986199101546821,0.05,0.197714640155441,0.232676375304878,1
"165","Cardiac muscle contraction","04260",0.544423194978958,0.0915,0.199231227710881,0.233040163322424,1
"166","Malaria","05144",0.389396066863689,0.129,0.20048136320779,0.233089777705443,1
"167","Aldosterone-regulated sodium reabsorption","04960",0.310863116632983,0.1785,0.215939545912735,0.248109725857309,1
"168","mRNA surveillance pathway","03015",1,0.0555,0.215971160331751,0.248109725857309,1
"169","RNA transport","03013",0.822739381716213,0.068,0.217259726554844,0.248113178846656,1
"170","Homologous recombination","03440",0.338094649591062,0.171,0.22261474050159,0.252733205392981,1
"171","Arrhythmogenic right ventricular cardiomyopathy (ARVC)","05412",0.515935658373496,0.123,0.238441382051149,0.269118051086969,1
"172","Renin secretion","04924",1,0.065,0.242668920590623,0.272245673300889,1
"173","Vibrio cholerae infection","05110",1,0.0655,0.244033686430331,0.272245673300889,1
"174","Phagosome","04145",1,0.0665,0.246751796532802,0.273695958223165,1
"175","Fanconi anemia pathway","03460",0.425265312082399,0.166,0.257725400707627,0.284234299066125,1
"176","Carbohydrate digestion and absorption","04973",0.357815302797104,0.2075,0.267314929200491,0.293135121225538,1
"177","Maturity onset diabetes of the young","04950",1,0.0845,0.293299816420306,0.319812794175814,1
"178","Phototransduction","04744",1,0.088,0.301876824876346,0.327315883152443,1
"179","Asthma","05310",1,0.1035,0.33825700945964,0.364712864948103,1
"180","Dorso-ventral axis formation","04320",1,0.1355,0.406335183038753,0.435681612924885,1
"181","Staphylococcus aureus infection","05150",1,0.1585,0.450457108677871,0.480321668369222,1
"182","Allograft rejection","05330",1,0.172,0.474764857973014,0.503459437301053,1
"183","Autoimmune thyroid disease","05320",1,0.1785,0.486085251980596,0.512647287607951,1
"184","Thyroid hormone synthesis","04918",0.525622559466448,0.372,0.514645664810496,0.53981855058927,1
"185","Proximal tubule bicarbonate reclamation","04964",1,0.2135,0.543169288287923,0.566657689943617,1
"186","Type I diabetes mellitus","04940",1,0.2495,0.595879942765746,0.618305532009618,1
"187","Peroxisome","04146",0.566887699094009,0.4875,0.631770141600304,0.652040841330795,1
"188","Synaptic vesicle cycle","04721",1,0.289,0.647743962761345,0.664971195813508,1
"189","Sulfur relay system","04122",1,0.45,0.809328463297997,0.826457108023881,1
"190","Systemic lupus erythematosus","05322",1,0.47,0.824860614610675,0.837884729578212,1
"191","Graft-versus-host disease","05332",1,0.5315,0.867435681157871,0.87651877729565,1
"192","Bile secretion","04976",1,0.5775,0.894574548128524,0.899233790566693,1
"193","Fat digestion and absorption","04975",1,0.7025,0.950559689136401,0.950559689136401,1
