"","Names","ID","pl","pb","p","pFdr","pFWER"
"26","Platelet activation","04611",0.00295594260279831,5e-06,2.81258091460768e-07,2.09861806705342e-06,5.4564069743389e-05
"27","Thyroid hormone signaling pathway","04919",0.00366175012814593,5e-06,3.44495377936341e-07,2.47526308591297e-06,6.68321033196501e-05
"28","Transcriptional misregulation in cancer","05202",0.00475626725054927,5e-06,4.41247587194016e-07,3.02702916499018e-06,8.56020319156392e-05
"29","Signaling pathways regulating pluripotency of stem cells","04550",0.00488449780295063,5e-06,4.52494050436676e-07,3.02702916499018e-06,8.77838457847151e-05
"30","Pathogenic Escherichia coli infection","05130",0.00532732576979378,5e-06,4.91205501088062e-07,3.17646224036947e-06,9.5293867211084e-05
"31","Chagas disease (American trypanosomiasis)","05142",0.0056323732009911,5e-06,5.17764271799547e-07,3.24020221706814e-06,0.000100446268729112
"32","TNF signaling pathway","04668",0.00646780037439533,5e-06,5.90089503493192e-07,3.57741761492748e-06,0.000114477363677679
"33","RNA degradation","03018",0.00786342240371587,5e-06,7.09737014923129e-07,4.17239336045718e-06,0.000137688980895087
"34","Ras signaling pathway","04014",0.00979952314132095,5e-06,8.73700700240513e-07,4.98523340725469e-06,0.00016949793584666
"35","Prostate cancer","05215",0.0125109264991118,5e-06,1.10016243040229e-06,6.09804318565841e-06,0.000213431511498044
"36","Glioma","05214",0.0154414316067048,5e-06,1.34161131035621e-06,7.22979428358627e-06,0.000260272594209106
"37","Phosphatidylinositol signaling system","04070",0.0182295251699328,5e-06,1.56872222664951e-06,8.22519221540552e-06,0.000304332111970004
"38","HTLV-I infection","05166",0.020369010985089,5e-06,1.74153141945499e-06,8.45668897346954e-06,0.000337857095374268
"39","TGF-beta signaling pathway","04350",0.0204908808783073,5e-06,1.75134001278616e-06,8.45668897346954e-06,0.000339759962480515
"40","Small cell lung cancer","05222",0.0204908808783073,5e-06,1.75134001278616e-06,8.45668897346954e-06,0.000339759962480515
"41","Bacterial invasion of epithelial cells","05100",0.0209435511900986,5e-06,1.78774123057768e-06,8.45668897346954e-06,0.00034682179873207
"42","Focal adhesion","04510",0.0214801668161203,5e-06,1.83082957157588e-06,8.45668897346954e-06,0.000355180936885721
"43","Th17 cell differentiation","04659",0.0249076374634257,5e-06,2.10452766784593e-06,9.49484575725837e-06,0.00040827836756211
"44","Toxoplasmosis","05145",0.0268114163800717,5e-06,2.2555104221933e-06,9.91639406844393e-06,0.0004375690219055
"45","Hepatitis B","05161",0.0273765177670921,5e-06,2.30019450041225e-06,9.91639406844393e-06,0.000446237733079977
"46","Endocytosis","04144",0.0310625431218196,5e-06,2.59027832730245e-06,1.0924217293406e-05,0.000502513995496676
"47","mTOR signaling pathway","04150",0.0328721266279209,5e-06,2.73187142245358e-06,1.12762352331063e-05,0.000529983055955994
"48","Proteoglycans in cancer","05205",0.0345179032883097,5e-06,2.86021383814112e-06,1.15600309291537e-05,0.000554881484599378
"49","mRNA surveillance pathway","03015",0.0443368741069789,5e-06,3.61833478340709e-06,1.42553110489023e-05,0.000701956947980976
"50","Fluid shear stress and atherosclerosis","05418",0.0450645089737985,5e-06,3.67404923940782e-06,1.42553110489023e-05,0.000712765552445117
"51","GnRH signaling pathway","04912",0.0520903906181164,5e-06,4.20912427775175e-06,1.59410481198441e-05,0.00081657010988384
"52","Axon guidance","04360",0.0529316069478558,5e-06,4.27285825892729e-06,1.59410481198441e-05,0.000828934502231895
"53","Chronic myeloid leukemia","05220",0.000279990735359811,0.001,4.50463355600102e-06,1.62765292146179e-05,0.000873898909864198
"54","AMPK signaling pathway","04152",0.0574554198935787,5e-06,4.6144799319793e-06,1.62765292146179e-05,0.000895209106803984
"55","Vascular smooth muscle contraction","04270",0.0574554198935787,5e-06,4.6144799319793e-06,1.62765292146179e-05,0.000895209106803984
"56","Regulation of actin cytoskeleton","04810",0.0652049149793489,5e-06,5.19562317530527e-06,1.79991231430218e-05,0.00100795089600922
"57","Rap1 signaling pathway","04015",0.0712969852927322,5e-06,5.64920731828169e-06,1.92271266622219e-05,0.00109594621974665
"58","Melanoma","05218",0.0747815456524983,5e-06,5.90746421303178e-06,1.97594492642787e-05,0.00114604805732817
"59","Hedgehog signaling pathway","04340",0.0770169872335976,5e-06,6.07271316326771e-06,1.99679042995582e-05,0.00117810635367394
"60","Th1 and Th2 cell differentiation","04658",0.0795614711524317,5e-06,6.26041289610226e-06,2.02420016973973e-05,0.00121452010184384
"61","Dopaminergic synapse","04728",0.0859792168208621,5e-06,6.73205330453404e-06,2.14101367390099e-05,0.0013060183410796
"62","Non-small cell lung cancer","05223",0.000482026709828315,0.001,7.49323357274175e-06,2.33577463150005e-05,0.0014536873131119
"63","Central carbon metabolism in cancer","05230",0.097671118852862,5e-06,7.58524751466513e-06,2.33577463150005e-05,0.00147153801784503
"64","Breast cancer","05224",0.110702784909973,5e-06,8.52797737180716e-06,2.58504314082904e-05,0.00165442761013059
"65","Natural killer cell mediated cytotoxicity","04650",0.119488458750524,5e-06,9.15915369017013e-06,2.73365510137385e-05,0.001776875815893
"66","Long-term potentiation","04720",0.13247129125676,5e-06,1.00860077501839e-05,2.9646750053571e-05,0.00195668550353568
"67","Glutamatergic synapse","04724",0.140688943410853,5e-06,1.06693405585275e-05,3.08933144530498e-05,0.00206985206835433
"68","Gap junction","04540",0.146200485942481,5e-06,1.10592254167746e-05,3.11561922847176e-05,0.00214548973085427
"69","Apelin signaling pathway","04371",0.14651335470737,5e-06,1.10813261218841e-05,3.11561922847176e-05,0.00214977726764551
"70","Hippo signaling pathway","04390",0.162513164948651,5e-06,1.22072323798053e-05,3.3716689491409e-05,0.00236820308168222
"71","Longevity regulating pathway","04211",0.164401987666633,5e-06,1.23396131643817e-05,3.3716689491409e-05,0.00239388495389004
"72","Long-term depression","04730",0.167059844877103,5e-06,1.25257093248543e-05,3.37498279030795e-05,0.00242998760902173
"73","Bladder cancer","05219",0.199130114592517,5e-06,1.47554115303067e-05,3.92130114641027e-05,0.0028625498368795
"74","Cholinergic synapse","04725",0.207712298452385,5e-06,1.53475231437427e-05,3.98286918575854e-05,0.00297741948988609
"75","Oocyte meiosis","04114",0.208440627262973,5e-06,1.53976901511284e-05,3.98286918575854e-05,0.0029871518893189
"76","Tuberculosis","05152",0.221508573185604,5e-06,1.6295684245559e-05,4.08657314906694e-05,0.00316136274363844
"77","Influenza A","05164",0.222347349503757,5e-06,1.6353188551033e-05,4.08657314906694e-05,0.00317251857890041
"78","Wnt signaling pathway","04310",0.225830464737831,5e-06,1.65918132074668e-05,4.08657314906694e-05,0.00321881176224855
"79","Measles","05162",0.226551836544975,5e-06,1.66411999369221e-05,4.08657314906694e-05,0.00322839278776288
"80","Oxytocin signaling pathway","04921",0.242368084304774,5e-06,1.77211912822515e-05,4.27940685096207e-05,0.00343791110875679
"81","Adipocytokine signaling pathway","04920",0.246278308120202,5e-06,1.79873865463449e-05,4.27940685096207e-05,0.00348955298999092
"82","Leukocyte transendothelial migration","04670",0.247760597048567,5e-06,1.80882145246851e-05,4.27940685096207e-05,0.0035091136177889
"83","cGMP-PKG signaling pathway","04022",0.25823860777338,5e-06,1.87996982495572e-05,4.39414633784831e-05,0.00364714146041409
"84","Glucagon signaling pathway","04922",0.271115047722879,5e-06,1.96711381701592e-05,4.54309619644153e-05,0.00381620080501088
"85","Herpes simplex infection","05168",0.324117748445358,5e-06,2.32274463849634e-05,5.30132305727401e-05,0.00450612459868291
"86","Jak-STAT signaling pathway","04630",0.359920687553389,5e-06,2.56046573480996e-05,5.77593433201318e-05,0.00496730352553133
"87","Inflammatory mediator regulation of TRP channels","04750",0.430981340155001,5e-06,3.02716188989823e-05,6.75022306483053e-05,0.00587269406640256
"88","Chemokine signaling pathway","04062",0.446685180001674,5e-06,3.12947053589346e-05,6.7606702211472e-05,0.00607117283963332
"89","cAMP signaling pathway","04024",0.453359411279063,5e-06,3.17286818957489e-05,6.7606702211472e-05,0.00615536428777529
"90","Pertussis","05133",0.455116160991829,5e-06,3.18428285329734e-05,6.7606702211472e-05,0.00617750873539684
"91","NOD-like receptor signaling pathway","04621",0.457556319536556,5e-06,3.20013241412797e-05,6.7606702211472e-05,0.00620825688340826
"92","Estrogen signaling pathway","04915",0.45847395295426,5e-06,3.20609103270898e-05,6.7606702211472e-05,0.00621981660345542
"93","Alcoholism","05034",0.469677567500414,5e-06,3.2787677845268e-05,6.81871803102099e-05,0.00636080950198199
"94","Salmonella infection","05132",0.473558999201565,5e-06,3.30391492224728e-05,6.81871803102099e-05,0.00640959494915973
"95","PI3K-Akt signaling pathway","04151",0.49559047428861,5e-06,3.44635548511785e-05,7.03782067487224e-05,0.00668592964112863
"96","Adrenergic signaling in cardiomyocytes","04261",0.50781166375772,5e-06,3.52515678715133e-05,7.12375434070165e-05,0.00683880416707359
"97","Melanogenesis","04916",0.540257137811799,5e-06,3.73365838511454e-05,7.46731677022907e-05,0.0072432972671222
"98","Hepatitis C","05160",0.573783770500901,5e-06,3.94808428344217e-05,7.81559541824267e-05,0.00765928350987782
"99","Phagosome","04145",0.588239619337137,5e-06,4.0402336905621e-05,7.91722561584896e-05,0.00783805335969047
"100","Amphetamine addiction","05031",0.60379636340261,5e-06,4.1392024718502e-05,8.01360056718268e-05,0.00803005279538939
"101","Alzheimer's disease","05010",0.608963347740093,5e-06,4.17202916126521e-05,8.01360056718268e-05,0.0080937365728545
"102","SNARE interactions in vesicular transport","04130",0.675222672996619,5e-06,4.59110411436319e-05,8.73209998222018e-05,0.00890674198186458
"103","Morphine addiction","05032",0.699403976854504,5e-06,4.74321768523821e-05,8.9338274848176e-05,0.00920184230936213
"104","RIG-I-like receptor signaling pathway","04622",0.753695084145541,5e-06,5.08323621297189e-05,9.48219062804371e-05,0.00986147825316546
"105","Retrograde endocannabinoid signaling","04723",0.773759416646077,5e-06,5.20839396733081e-05,9.61945031553564e-05,0.0101042842966218
"106","GABAergic synapse","04727",0.781400402944079,5e-06,5.25598831673597e-05,9.61945031553564e-05,0.0101966173344678
"107","Gastric acid secretion","04971",0.791487415413317,5e-06,5.31876137584678e-05,9.64336174686238e-05,0.0103183970691427
"108","PPAR signaling pathway","03320",0.799934494315685,5e-06,5.37127938524054e-05,9.64840926608023e-05,0.0104202820073667
"109","Antigen processing and presentation","04612",0.831696582974466,5e-06,5.56835842576129e-05,9.91065628071275e-05,0.0108026153459769
"110","Serotonergic synapse","04726",0.860941537979717,5e-06,5.74928206578509e-05,0.00010139642916021,0.0111536072076231
"111","Fanconi anemia pathway","03460",0.875106895553325,5e-06,5.83673628782878e-05,0.000101874834231664,0.0113232683983878
"112","Homologous recombination","03440",0.882353942713657,5e-06,5.88143372883833e-05,0.000101874834231664,0.0114099814339464
"113","Insulin secretion","04911",0.900638348061655,5e-06,5.99407429911749e-05,0.000102907116285734,0.0116285041402879
"114","Cardiac muscle contraction","04260",0.938719883395874,5e-06,6.22808294512644e-05,0.000104797162901064,0.0120824809135453
"115","Basal cell carcinoma","05217",0.961584047493427,5e-06,6.36820860552255e-05,0.000104797162901064,0.0123543246947137
"116","ECM-receptor interaction","04512",0.965912669523341,5e-06,6.39470626212617e-05,0.000104797162901064,0.0124057301485248
"117","Calcium signaling pathway","04020",0.976537490369491,5e-06,6.45970506279832e-05,0.000104797162901064,0.0125318278218287
"118","Dilated cardiomyopathy","05414",0.982513997339544,5e-06,6.49624172383559e-05,0.000104797162901064,0.012602708944241
"119","Complement and coagulation cascades","04610",0.983597286130632,5e-06,6.50286233116551e-05,0.000104797162901064,0.0126155529224611
"120","Cytosolic DNA-sensing pathway","04623",0.985059312995811,5e-06,6.51179668123759e-05,0.000104797162901064,0.0126328855616009
"121","Cytokine-cytokine receptor interaction","04060",0.996593542849263,5e-06,6.58224368675496e-05,0.000104797162901064,0.0127695527523046
"122","Chemical carcinogenesis","05204",0.997919364941619,5e-06,6.59033704841743e-05,0.000104797162901064,0.0127852538739298
"123","Adherens junction","04520",0.00833674766230354,0.001,0.000105833655902725,0.000166924628009176,0.0205317292451287
"124","Aldosterone-regulated sodium reabsorption","04960",0.023300456918581,0.001,0.000271847306671406,0.000425309495921393,0.0527383774942528
"125","Prolactin signaling pathway","04917",0.00237271672671411,0.013,0.000351220996866582,0.000545094987136935,0.0681368733921168
"126","Sphingolipid signaling pathway","04071",0.0244559132353189,0.002,0.000534385736558332,0.000822784388034257,0.103670832892316
"127","Shigellosis","05131",0.0603436615269787,0.001,0.000646609768174621,0.000987734606502964,0.125442295025876
"128","Endometrial cancer","05213",0.0117179949827736,0.0055,0.000686358146494072,0.00104026156578008,0.13315348041985
"129","Amoebiasis","05146",0.185676490052814,5e-04,0.000954809031241366,0.00143591435706066,0.185232952060825
"130","Circadian rhythm","04710",0.00637260492727126,0.015,0.000980309162457786,0.00146292290397546,0.19017997751681
"131","Viral carcinogenesis","05203",0.000595838297509824,0.193,0.00115808741567734,0.00171503021863667,0.224668958641404
"132","Epstein-Barr virus infection","05169",0.129711034845987,0.001,0.00129065091928675,0.00189686574501234,0.250386278341629
"133","Tight junction","04530",0.0789851430157024,0.0025,0.00188181314457709,0.00274490037630042,0.365071750047956
"134","Circadian entrainment","04713",0.133819377730498,0.0015,0.00190964691209514,0.00276471269363028,0.370471500946457
"135","Non-alcoholic fatty liver disease (NAFLD)","04932",0.409058334540804,5e-04,0.00194196353032488,0.00279067351765205,0.376740924883027
"136","Progesterone-mediated oocyte maturation","04914",0.062393799211861,0.0035,0.00205915047981167,0.00293731759620194,0.399475193083464
"137","Toll-like receptor signaling pathway","04620",0.53559753746009,5e-04,0.00247051721186578,0.00349839663578074,0.479280339101962
"138","Vasopressin-regulated water reabsorption","04962",0.303150505594242,0.001,0.00275905798449564,0.00387867571733445,0.535257248992155
"139","Leishmaniasis","05140",0.65652799604718,5e-04,0.00296149681658741,0.00413331210372631,0.574530382417957
"140","Notch signaling pathway","04330",0.340204448850981,0.001,0.00305706486228844,0.00423621845202826,0.593070583283957
"141","Cocaine addiction","05030",0.730673034684887,5e-04,0.00325686240563769,0.00448107309711852,0.631831306693712
"142","Proximal tubule bicarbonate reclamation","04964",0.0330067823955366,0.0115,0.00336930528909023,0.00460313539495426,0.653645226083505
"143","Renin secretion","04924",0.795648855178556,5e-04,0.00351259069855138,0.00476533283579698,0.681442595518968
"144","Type II diabetes mellitus","04930",0.0162290475160256,0.031,0.00432400802947368,0.00582539970637427,0.838857557717895
"145","Phospholipase D signaling pathway","04072",0.073213620384249,0.0075,0.00467133614621347,0.00624992560252009,0.906239212365413
"146","Salivary secretion","04970",0.752793932701118,0.001,0.00616667638370059,0.00819407683861586,1
"147","Dorso-ventral axis formation","04320",0.0333554861099217,0.0255,0.00686372685776579,0.00905825177147322,1
"148","Aldosterone synthesis and secretion","04925",0.447667708493172,0.002,0.00717907884546603,0.00941041416230007,1
"149","Pancreatic secretion","04972",0.906295971835183,0.001,0.00725593662405655,0.00944732687964409,1
"150","Huntington's disease","05016",0.990172477262321,0.001,0.00783982070783742,0.0101395014488031,1
"151","Amyotrophic lateral sclerosis (ALS)","05014",0.453773276547188,0.0025,0.00882773044244183,0.0113415874558524,1
"152","Inflammatory bowel disease (IBD)","05321",0.611132114295093,0.002,0.00942005178606556,0.0120229608322153,1
"153","Epithelial cell signaling in Helicobacter pylori infection","05120",0.302862606391469,0.0045,0.0103553851264014,0.0131303576112541,1
"154","Regulation of lipolysis in adipocytes","04923",0.338425427013451,0.0045,0.0114022573353142,0.014363882617214,1
"155","Vibrio cholerae infection","05110",0.573436195512489,0.003,0.0126705055582576,0.0158585682471095,1
"156","Ovarian steroidogenesis","04913",0.9774087234389,0.002,0.014147910083246,0.0175941958727546,1
"157","Endocrine and other factor-regulated calcium reabsorption","04961",0.30364526837042,0.007,0.0152053956872507,0.0187888328874308,1
"158","Peroxisome","04146",0.0167083924618656,0.134,0.015900304249623,0.0195231583824485,1
"159","Maturity onset diabetes of the young","04950",0.983123995692478,0.003,0.020132893981653,0.0245646630971112,1
"160","VEGF signaling pathway","04370",0.0916773881938603,0.0405,0.0244902646908436,0.0296944459376479,1
"161","Phototransduction","04744",0.997817045556494,0.004,0.0260376217433451,0.0313745255789376,1
"162","Prion diseases","05020",0.714202213987664,0.006,0.0276507027589388,0.0331125699705811,1
"163","Graft-versus-host disease","05332",0.882353942713657,0.0065,0.0353358473571067,0.0419780194698187,1
"164","Thyroid cancer","05216",0.295616366135493,0.0195,0.0354865731600529,0.0419780194698187,1
"165","Type I diabetes mellitus","04940",0.848732375719657,0.009,0.0448732264027656,0.0527600358917366,1
"166","Arrhythmogenic right ventricular cardiomyopathy (ARVC)","05412",0.914473962672551,0.0095,0.0499172587712157,0.0583370373591316,1
"167","Mineral absorption","04978",0.609752202025416,0.0225,0.0725612489307669,0.0842927083387352,1
"168","Systemic lupus erythematosus","05322",0.546194272418224,0.0275,0.0780809948453857,0.0901649583333621,1
"169","Cell adhesion molecules (CAMs)","04514",0.996228909680156,0.016,0.0819130456104496,0.0940303600498653,1
"170","Taste transduction","04742",0.999992459523735,0.018,0.0903123581053042,0.103062338073112,1
"171","Hypertrophic cardiomyopathy (HCM)","05410",0.970768157741031,0.021,0.0997473110107302,0.113163616000478,1
"172","Olfactory transduction","04740",1,0.0245,0.115372512955071,0.130129462286533,1
"173","IL-17 signaling pathway","04657",0.582793379013691,0.0525,0.137283038811457,0.153947453927299,1
"174","Bile secretion","04976",0.777626239993952,0.0405,0.140398461706727,0.156536215925891,1
"175","Sulfur relay system","04122",0.0723220637120796,0.5105,0.158720513233796,0.17595302609918,1
"176","African trypanosomiasis","05143",0.714202213987664,0.056,0.16873998120432,0.185997479282035,1
"177","Allograft rejection","05330",0.895048187458532,0.046,0.172511241965282,0.189080118312229,1
"178","Autoimmune thyroid disease","05320",0.995162108104972,0.048,0.193048897213208,0.21040160707507,1
"179","Parkinson's disease","05012",0.994080952897154,0.05,0.198899142044747,0.215566667914418,1
"180","Legionellosis","05134",0.601308923815349,0.088,0.208436350381451,0.224421241305908,1
"181","Carbohydrate digestion and absorption","04973",0.202809562699297,0.2625,0.209382704517367,0.224421241305908,1
"182","MicroRNAs in cancer","05206",0.999870190584548,0.054,0.211593186360256,0.225544385460932,1
"183","Fat digestion and absorption","04975",0.882353942713657,0.0655,0.222557721395775,0.235935507927762,1
"184","Staphylococcus aureus infection","05150",0.891738580871418,0.069,0.233089711904323,0.245757631029558,1
"185","Synaptic vesicle cycle","04721",0.981960335436198,0.0635,0.235383162096877,0.246834234847536,1
"186","Viral myocarditis","05416",0.931106266796758,0.076,0.258175925093442,0.269280265957676,1
"187","Thyroid hormone synthesis","04918",0.83971922320945,0.097,0.28571446918493,0.296409663218591,1
"188","Intestinal immune network for IgA production","04672",0.895155893705343,0.104,0.314117959064627,0.324143000311371,1
"189","Rheumatoid arthritis","05323",0.409009012628352,0.2975,0.377982343376201,0.387981876269751,1
"190","Renin-angiotensin system","04614",0.28816401769331,0.5065,0.426839254597223,0.435825344167691,1
"191","Neuroactive ligand-receptor interaction","04080",0.999999999999928,0.166,0.464097403443827,0.471386891456034,1
"192","Malaria","05144",0.730673034684887,0.2445,0.486342900949759,0.491408972834652,1
"193","Asthma","05310",0.999159597660946,0.7305,0.95970298491354,0.964084579896763,1
"194","Ribosome biogenesis in eukaryotes","03008",0.998990088011014,0.745,0.964084579896763,0.964084579896763,1
