"","Names","ID","pl","pb","p","pFdr","pFWER"
"78","Inflammatory mediator regulation of TRP channels","04750",0.0778475847396686,0.0505,0.0257059427172424,0.0632556192787317,1
"79","Non-small cell lung cancer","05223",0.255803622910389,0.0155,0.0258921964923306,0.0632556192787317,1
"80","Th17 cell differentiation","04659",0.324454989538233,0.0125,0.0263929334553212,0.0636729519609623,1
"81","Pathogenic Escherichia coli infection","05130",0.519237643973987,0.008,0.0269326794278871,0.0641599341603684,1
"82","ErbB signaling pathway","04012",0.183200299318741,0.023,0.027259661145856,0.0641599341603684,1
"83","Progesterone-mediated oocyte maturation","04914",0.68327128999811,0.0065,0.0284987717114973,0.0645577958756256,1
"84","Cholinergic synapse","04725",0.27824565392974,0.016,0.028556540513996,0.0645577958756256,1
"85","Homologous recombination","03440",0.816386027736838,0.0055,0.0287631683207662,0.0645577958756256,1
"86","Staphylococcus aureus infection","05150",0.997949760160976,0.0045,0.0287666862450974,0.0645577958756256,1
"87","Transcriptional misregulation in cancer","05202",0.011765071780168,0.3975,0.0297675051793598,0.0660359597657061,1
"88","Leukocyte transendothelial migration","04670",0.207731174794889,0.0235,0.0308632926630085,0.0676888123177345,1
"89","Hippo signaling pathway","04390",0.180296967600615,0.028,0.0317473428415437,0.0688453614428982,1
"90","Phosphatidylinositol signaling system","04070",0.2095937529272,0.0245,0.0322053008494513,0.0690624784882679,1
"91","Tuberculosis","05152",0.17282323481454,0.0305,0.0329207859280287,0.0698210075176872,1
"92","Tight junction","04530",0.0175084058109587,0.312,0.0339219374190408,0.0711623252377703,1
"93","Non-alcoholic fatty liver disease (NAFLD)","04932",0.865026691766311,0.0065,0.0347534525987266,0.0716617551346148,1
"94","Long-term potentiation","04720",0.156985515629372,0.036,0.0349026164904342,0.0716617551346148,1
"95","Synaptic vesicle cycle","04721",0.207446708752846,0.0295,0.0373070608261768,0.075792239362654,1
"96","African trypanosomiasis","05143",0.722858072986672,0.009,0.0392625116767911,0.0782111628284428,1
"97","Toxoplasmosis","05145",0.128057659614937,0.0515,0.0397112665312103,0.0782111628284428,1
"98","Choline metabolism in cancer","05231",0.824425293552438,0.008,0.0397134401926808,0.0782111628284428,1
"99","cAMP signaling pathway","04024",0.411992283347741,0.017,0.0417521113109115,0.0813955301313729,1
"100","IL-17 signaling pathway","04657",0.030552754914828,0.2335,0.0423968661552735,0.0818259516796779,1
"101","Parkinson's disease","05012",0.412830988636653,0.0175,0.0428434965599143,0.0818692558026086,1
"102","Wnt signaling pathway","04310",0.322661316962375,0.023,0.0438104702170018,0.0828962818811897,1
"103","Jak-STAT signaling pathway","04630",0.464224785147941,0.0165,0.0449761357391151,0.0834211677941662,1
"104","AGE-RAGE signaling pathway in diabetic complications","04933",0.231079626050845,0.0335,0.0453725522068599,0.0834211677941662,1
"105","Regulation of actin cytoskeleton","04810",0.36874478035812,0.021,0.0453845731522666,0.0834211677941662,1
"106","Rap1 signaling pathway","04015",0.350744391716538,0.0225,0.0461031034872154,0.0839424431418166,1
"107","Endometrial cancer","05213",0.424726182252655,0.019,0.0469632103481787,0.0847093420298925,1
"108","Notch signaling pathway","04330",0.38599600181913,0.0215,0.0480642445903025,0.0858925852400776,1
"109","Systemic lupus erythematosus","05322",0.999999606985811,0.0085,0.0490253415545887,0.0868063387159231,1
"110","Osteoclast differentiation","04380",0.493432191274793,0.0175,0.0496682301062009,0.0871451673681524,1
"111","Hedgehog signaling pathway","04340",0.366602561507931,0.0245,0.0513088507313796,0.0892126864068131,1
"112","Chemical carcinogenesis","05204",0.993535170892215,0.0095,0.0534502233266555,0.0913730085744629,1
"113","Calcium signaling pathway","04020",0.4394823866674,0.0215,0.0534981863674316,0.0913730085744629,1
"114","RIG-I-like receptor signaling pathway","04622",0.190997633183767,0.0515,0.0552968492381815,0.092857119663628,1
"115","Legionellosis","05134",0.211547934129285,0.047,0.055787905065415,0.092857119663628,1
"116","NF-kappa B signaling pathway","04064",0.406026644443737,0.0245,0.0558104967926469,0.092857119663628,1
"117","Salivary secretion","04970",0.337317464313704,0.0305,0.0573747189226388,0.0946437671117034,1
"118","TNF signaling pathway","04668",0.455519526419244,0.023,0.0582369362830599,0.0952519381578861,1
"119","Morphine addiction","05032",0.746735255724796,0.0145,0.0598298791064107,0.0970350140129182,1
"120","Serotonergic synapse","04726",0.399393480292076,0.0275,0.0605332261444486,0.0973576053823215,1
"121","HIF-1 signaling pathway","04066",0.740220342570826,0.015,0.0610738682036052,0.0974153434983125,1
"122","Colorectal cancer","05210",0.764645030447219,0.015,0.062716743319112,0.099215831644169,1
"123","VEGF signaling pathway","04370",0.157909156384099,0.074,0.0636780502400645,0.0999175910270931,1
"124","Type II diabetes mellitus","04930",0.721745466527052,0.017,0.0662638984048522,0.103097199554968,1
"125","Huntington's disease","05016",0.364277621928027,0.034,0.0667727976392278,0.103097199554968,1
"126","Th1 and Th2 cell differentiation","04658",0.632617361748501,0.021,0.070690922229585,0.107944847045964,1
"127","Phototransduction","04744",0.9545524907272,0.014,0.0710310651545981,0.107944847045964,1
"128","Carbohydrate digestion and absorption","04973",0.308891772258625,0.0445,0.0726738485322218,0.109578537239991,1
"129","Apoptosis","04210",0.586988702686908,0.024,0.0741359850176444,0.110635619592209,1
"130","Natural killer cell mediated cytotoxicity","04650",0.945214553030478,0.015,0.0745214017978611,0.110635619592209,1
"131","Oocyte meiosis","04114",0.093470846172789,0.155,0.0758364080917295,0.111728448562624,1
"132","Axon guidance","04360",0.825430126934416,0.018,0.0773974590014436,0.112450419033173,1
"133","Fc epsilon RI signaling pathway","04664",0.416859368747818,0.036,0.0780247090729676,0.112450419033173,1
"134","Alzheimer's disease","05010",0.423063885327664,0.0355,0.0780743841991978,0.112450419033173,1
"135","Toll-like receptor signaling pathway","04620",0.529293330076527,0.0305,0.0827551992402233,0.117952207472786,1
"136","Phagosome","04145",0.12246407828243,0.133,0.0833498733651143,0.117952207472786,1
"137","Bile secretion","04976",0.321167799798157,0.051,0.0837277327656567,0.117952207472786,1
"138","Measles","05162",0.652644033992292,0.0255,0.0848064625921531,0.118606139712214,1
"139","ECM-receptor interaction","04512",0.351420911135023,0.053,0.092814268830967,0.128871610678969,1
"140","Melanogenesis","04916",0.488796449173367,0.039,0.0945528379018734,0.129481695879431,1
"141","Regulation of lipolysis in adipocytes","04923",0.82929649279003,0.023,0.0945954358497394,0.129481695879431,1
"142","Amphetamine addiction","05031",0.574459839744871,0.0335,0.0952700973157521,0.129486822408029,1
"143","Aldosterone-regulated sodium reabsorption","04960",0.910495770267365,0.023,0.101901432885533,0.136617972470911,1
"144","Central carbon metabolism in cancer","05230",0.918768686336207,0.023,0.102636187352616,0.136617972470911,1
"145","Melanoma","05218",0.590395463294084,0.036,0.103108532366499,0.136617972470911,1
"146","PPAR signaling pathway","03320",0.63631406177781,0.0335,0.103348310781103,0.136617972470911,1
"147","Influenza A","05164",0.54341731372056,0.04,0.104961131213259,0.137806111048701,1
"148","Signaling pathways regulating pluripotency of stem cells","04550",0.871181315324981,0.0255,0.106787698576625,0.13925693125195,1
"149","mTOR signaling pathway","04150",0.720501770978881,0.032,0.109973396592244,0.141907069856276,1
"150","Cytosolic DNA-sensing pathway","04623",0.811937026465882,0.0285,0.110290468800215,0.141907069856276,1
"151","Cytokine-cytokine receptor interaction","04060",0.993751911739329,0.024,0.112953081233123,0.144370494556243,1
"152","Epstein-Barr virus infection","05169",0.211182461393415,0.1185,0.117314644566305,0.148958726324321,1
"153","Viral carcinogenesis","05203",0.440894743629303,0.0595,0.121741320586204,0.153412219999069,1
"154","Thyroid cancer","05216",0.179711441616491,0.147,0.122411823211692,0.153412219999069,1
"155","mRNA surveillance pathway","03015",0.482112969863963,0.057,0.126252855290802,0.155756363244954,1
"156","Viral myocarditis","05416",0.420730849184139,0.0655,0.126531056282639,0.155756363244954,1
"157","Glioma","05214",0.811937026465882,0.034,0.126703362846931,0.155756363244954,1
"158","RNA transport","03013",0.987765720921455,0.029,0.130415010690575,0.159304411792918,1
"159","Leishmaniasis","05140",0.227945416348962,0.1295,0.133505964181046,0.161829296521707,1
"160","Basal cell carcinoma","05217",0.839942686847696,0.0355,0.134557868598963,0.161829296521707,1
"161","Ovarian steroidogenesis","04913",0.424726182252655,0.0705,0.13499749606215,0.161829296521707,1
"162","Dorso-ventral axis formation","04320",0.334379074572227,0.093,0.139024495530289,0.165627948378678,1
"163","Rheumatoid arthritis","05323",0.467696598780687,0.0685,0.142272700095774,0.168457859622604,1
"164","Acute myeloid leukemia","05221",0.519237643973987,0.0625,0.143698444687902,0.16910853551686,1
"165","Pertussis","05133",0.997786174787427,0.034,0.148712820492847,0.173948935485572,1
"166","Phospholipase D signaling pathway","04072",0.458277117568546,0.075,0.150219173639918,0.174652412725929,1
"167","Fanconi anemia pathway","03460",0.982951323758141,0.036,0.153626988590063,0.17754496286157,1
"168","Olfactory transduction","04740",0.999999999999999,0.0385,0.163898235951003,0.18717372508014,1
"169","Maturity onset diabetes of the young","04950",1,0.0385,0.163898235951003,0.18717372508014,1
"170","Cardiac muscle contraction","04260",0.576136119252889,0.074,0.177148900534944,0.201116104724966,1
"171","p53 signaling pathway","04115",0.860014480965306,0.0525,0.185016444781771,0.208419070041729,1
"172","Alcoholism","05034",0.907699310761299,0.05,0.185741347394701,0.208419070041729,1
"173","Neuroactive ligand-receptor interaction","04080",0.999998560743939,0.0485,0.195270075590302,0.217844650803053,1
"174","Breast cancer","05224",0.942463537522918,0.0615,0.223034498790126,0.247388840612036,1
"175","Antigen processing and presentation","04612",0.280953133909489,0.2335,0.244313145691899,0.269442497820209,1
"176","Bladder cancer","05219",0.428806569326173,0.156,0.247818115841735,0.271755092940084,1
"177","Intestinal immune network for IgA production","04672",0.995548223835093,0.068,0.249986371793839,0.272584009922096,1
"178","Proximal tubule bicarbonate reclamation","04964",0.0845512827006611,0.884,0.268604763971179,0.291239996890098,1
"179","TGF-beta signaling pathway","04350",0.884080368889591,0.0875,0.275338725392473,0.296873597769537,1
"180","Fat digestion and absorption","04975",1,0.0815,0.285832909086929,0.306476396965429,1
"181","RNA degradation","03018",0.413120575246432,0.2215,0.310329436370997,0.330903763644212,1
"182","Type I diabetes mellitus","04940",0.840951623613056,0.1145,0.321643798979269,0.339496151987602,1
"183","Allograft rejection","05330",0.918103652424901,0.105,0.321905677791353,0.339496151987602,1
"184","Taste transduction","04742",0.978853737651213,0.0995,0.324228251780331,0.340087242356543,1
"185","Autoimmune thyroid disease","05320",0.979395935221312,0.106,0.338973203675349,0.353631504374823,1
"186","Malaria","05144",0.590602825188004,0.2525,0.432909672627946,0.449201972135449,1
"187","Graft-versus-host disease","05332",0.989207573280269,0.1855,0.494628319328223,0.510498746686348,1
"188","Asthma","05310",0.9673801891588,0.2105,0.527702714870844,0.541737361542941,1
"189","Renin-angiotensin system","04614",0.708850394754216,0.348,0.59194886230823,0.60447688055814,1
"190","Sulfur relay system","04122",0.586230314386673,0.4495,0.614944492307284,0.62465414218582,1
"191","Peroxisome","04146",0.877170023543517,0.399,0.717428126447659,0.724940462850252,1
"192","Ribosome biogenesis in eukaryotes","03008",0.999279980525269,0.453,0.811455610010945,0.815681941313085,1
"193","Mineral absorption","04978",0.919324771302872,0.534,0.84019645677143,0.84019645677143,1
