"","Names","ID","pl","pb","p","pFdr","pFWER"
"91","Sphingolipid signaling pathway","04071",0.00254225911706796,5e-04,1.85274818871145e-05,3.94981481989034e-05,0.00359433148610021
"92","Oxytocin signaling pathway","04921",0.269729223039169,5e-06,1.95774990715676e-05,4.10434150507024e-05,0.00379803481988412
"93","Adherens junction","04520",0.00135589448378328,0.001,1.96754515449244e-05,4.10434150507024e-05,0.00381703759971533
"94","Maturity onset diabetes of the young","04950",0.291502205924775,5e-06,2.10446816162713e-05,4.30031478200045e-05,0.00408266823355663
"95","Natural killer cell mediated cytotoxicity","04650",0.291704028140799,5e-06,2.10582424891775e-05,4.30031478200045e-05,0.00408529904290043
"96","Long-term potentiation","04720",0.311278215804931,5e-06,2.23702281617251e-05,4.52065027434862e-05,0.00433982426337467
"97","Morphine addiction","05032",0.326260668261497,5e-06,2.33702658034718e-05,4.67405316069437e-05,0.00453383156587354
"98","Glucagon signaling pathway","04922",0.369167813353108,5e-06,2.62156707464563e-05,5.18963278042094e-05,0.00508584012481252
"99","Longevity regulating pathway","04211",0.00127472151016258,0.0015,2.70890769556296e-05,5.30836457514359e-05,0.00525528092939215
"100","Vascular smooth muscle contraction","04270",0.389985511730363,5e-06,2.75870258744116e-05,5.35188301963586e-05,0.00535188301963586
"101","Calcium signaling pathway","04020",0.397739016434116,5e-06,2.80963475044376e-05,5.39672417411969e-05,0.00545069141586089
"102","Retrograde endocannabinoid signaling","04723",0.428394364162671,5e-06,3.01028087502576e-05,5.7254361740686e-05,0.00583994489754997
"103","Glutamatergic synapse","04724",0.436748103395024,5e-06,3.06476436515489e-05,5.75642573559049e-05,0.00594564286840048
"104","Salivary secretion","04970",0.439994971630355,5e-06,3.0859189510382e-05,5.75642573559049e-05,0.00598668276501411
"105","Th1 and Th2 cell differentiation","04658",0.461055852319072,5e-06,3.22285157955345e-05,5.9546019660321e-05,0.0062523320643337
"106","Choline metabolism in cancer","05231",0.00489852485224561,5e-04,3.4093056067245e-05,6.23967252551465e-05,0.00661405287704553
"107","GABAergic synapse","04727",0.505898159719238,5e-06,3.51282845976747e-05,6.36905346911111e-05,0.00681488721194889
"108","Adipocytokine signaling pathway","04920",0.529096630488079,5e-06,3.66205154631872e-05,6.57812962949843e-05,0.00710437999985831
"109","Cytokine-cytokine receptor interaction","04060",0.542134639673086,5e-06,3.74569321628521e-05,6.66664664182873e-05,0.00726664483959332
"110","Fat digestion and absorption","04975",0.618914191227306,5e-06,4.23518688462099e-05,7.46932959651338e-05,0.00821626255616472
"111","Serotonergic synapse","04726",0.689667657802203,5e-06,4.68202203619828e-05,8.18299346867087e-05,0.00908312275022466
"112","Cocaine addiction","05030",0.710942749888046,5e-06,4.8156546141882e-05,8.34140174243313e-05,0.00934236995152511
"113","Toll-like receptor signaling pathway","04620",0.788407820026609,5e-06,5.2996034255595e-05,9.09843419963312e-05,0.0102812306455854
"114","Thyroid cancer","05216",0.00409321841008771,0.001,5.4874418691809e-05,9.33827826860609e-05,0.0106456372262109
"115","Cytosolic DNA-sensing pathway","04623",0.857857855745398,5e-06,5.73022861871885e-05,9.66664653940397e-05,0.0111166435203146
"116","Jak-STAT signaling pathway","04630",0.910966933791478,5e-06,6.0576209842517e-05,0.000101308488874554,0.0117517847094483
"117","Ovarian steroidogenesis","04913",0.943575256580836,5e-06,6.25786271885647e-05,0.0001037628519195,0.0121402536745815
"118","Chemical carcinogenesis","05204",0.997152968174217,5e-06,6.5856587557969e-05,0.000106749087217829,0.012776177986246
"119","Alcoholism","05034",0.999317063689525,5e-06,6.59886822102907e-05,0.000106749087217829,0.0128018043487964
"120","Neuroactive ligand-receptor interaction","04080",0.999999999997904,5e-06,6.6030363227523e-05,0.000106749087217829,0.0128098904661395
"121","Glioma","05214",0.00438396503658564,0.0015,8.5040757947984e-05,0.00013634633918933,0.0164979070419089
"122","Bacterial invasion of epithelial cells","05100",0.000176538321254303,0.0465,0.000104339057967356,0.000165916206931697,0.020241777245667
"123","Oocyte meiosis","04114",0.00482458096031784,0.002,0.000121083854361168,0.000190977786553387,0.0234902677460666
"124","Circadian rhythm","04710",0.0214826503932516,5e-04,0.000133637253138253,0.000209077637974364,0.0259256271088211
"125","Rheumatoid arthritis","05323",0.00440422098950896,0.0025,0.000136714247162705,0.000212180511596519,0.0265225639495648
"126","Antigen processing and presentation","04612",0.0314282532554549,5e-04,0.000189527302857263,0.000291811879002453,0.036768296754309
"127","Adrenergic signaling in cardiomyocytes","04261",0.0369593692271402,5e-04,0.000219886783824462,0.000335890047731855,0.0426580360619456
"128","Shigellosis","05131",0.0533994284144271,5e-04,0.000307870605059665,0.000466616385793555,0.0597268973815751
"129","Phospholipase D signaling pathway","04072",0.00730299959983088,0.004,0.000334212458905965,0.00050261408548649,0.0648372170277572
"130","mRNA surveillance pathway","03015",0.0601034882198234,5e-04,0.000342968230056132,0.000511814127929919,0.0665358366308895
"131","Epithelial cell signaling in Helicobacter pylori infection","05120",0.0304487390570127,0.001,0.000347099364860381,0.000514025013610029,0.0673372767829138
"132","Toxoplasmosis","05145",0.048041343377402,0.001,0.000525737971801476,0.00077267550401126,0.101993166529486
"133","Dorso-ventral axis formation","04320",0.00138089920962381,0.0385,0.000576417048426381,0.000840788777403894,0.111824907394718
"134","Salmonella infection","05132",0.122264261173321,5e-04,0.000654264974661745,0.000947219440928197,0.126927405084378
"135","Long-term depression","04730",0.123981790509035,5e-04,0.000662591111853245,0.000952167968144663,0.12854267569953
"136","Notch signaling pathway","04330",0.130870512875564,5e-04,0.00069586792065141,0.000992635122105688,0.134998376606374
"137","Breast cancer","05224",0.139625721711662,5e-04,0.000737900458681932,0.0010449101385715,0.143152688984295
"138","Melanogenesis","04916",0.156091569957319,5e-04,0.000816219592639872,0.00114743913747924,0.158346600972135
"139","PPAR signaling pathway","03320",0.172565652006093,5e-04,0.000893707156343949,0.00124733229014911,0.173379188330726
"140","Hepatitis C","05160",0.0918571624771123,0.001,0.000945694819077144,0.00131046282072119,0.183464794900966
"141","Legionellosis","05134",0.0635403281638878,0.0015,0.00097773035689655,0.00134524602296405,0.189679689237931
"142","Leishmaniasis","05140",0.216209103529371,5e-04,0.00109535982806682,0.00149647751158424,0.212499806644962
"143","Phagosome","04145",0.0208410376530356,0.0055,0.00115472085645231,0.00156654437868356,0.224015846151748
"144","Mineral absorption","04978",0.0163333764729071,0.0075,0.00122590935649239,0.00165157232749669,0.237826415159523
"145","Tight junction","04530",0.000940719177342659,0.154,0.00142548019799402,0.00190719419593683,0.27654315841084
"146","Renin secretion","04924",0.0533994284144271,0.003,0.00156018683581924,0.00207312497362283,0.302676246148933
"147","GnRH signaling pathway","04912",0.227218695221534,0.001,0.00213349211287249,0.00281562904692015,0.413897469897262
"148","Regulation of lipolysis in adipocytes","04923",0.0765160808645231,0.003,0.00215302417671256,0.00282220736677187,0.417686690282237
"149","Circadian entrainment","04713",0.50203654666347,5e-04,0.00233195594863478,0.00303623794654461,0.452399454035146
"150","Prion diseases","05020",0.0896590203783088,0.003,0.00248020640219827,0.00320773361350976,0.481160042026464
"151","Aldosterone synthesis and secretion","04925",0.200945456117915,0.0015,0.00274501900259961,0.00352671315565778,0.532533686504325
"152","Prolactin signaling pathway","04917",0.101808157508929,0.003,0.00277747152256033,0.00354493075905726,0.538829475376704
"153","Inflammatory mediator regulation of TRP channels","04750",0.310049431520993,0.001,0.00281487021101572,0.00356918183618987,0.54608482093705
"154","Viral myocarditis","05416",0.0144009329276456,0.024,0.0031002894316609,0.00390555941391049,0.601456149742215
"155","Pertussis","05133",0.148114013477157,0.0025,0.00329599502299325,0.00412530989974639,0.63942303446069
"156","Peroxisome","04146",0.000459159692160095,0.84,0.00341742978102661,0.00424988062512283,0.662981377519162
"157","Staphylococcus aureus infection","05150",0.312986648529583,0.0015,0.00406752045497688,0.00502610807812429,0.789098968265514
"158","Transcriptional misregulation in cancer","05202",0.08239737812484,0.006,0.0042577349491217,0.00522785177297222,0.82600058012961
"159","Insulin secretion","04911",0.264936394059037,0.002,0.00452663625437476,0.00552306561854531,0.878167433348704
"160","Complement and coagulation cascades","04610",0.145105259183764,0.004,0.00490557743966281,0.00594801264559115,0.951682023294585
"161","Bile secretion","04976",0.134341043801902,0.0045,0.00508477246579511,0.00612699290909472,0.98644585836425
"162","Thyroid hormone synthesis","04918",0.0862068087878131,0.0085,0.00602231365072876,0.0072119064706258,1
"163","Amphetamine addiction","05031",0.566855344874816,0.0015,0.00686173404009938,0.00816672640355387,1
"164","RIG-I-like receptor signaling pathway","04622",0.762180769114946,0.0015,0.00888763182566785,0.0105134181352412,1
"165","Arrhythmogenic right ventricular cardiomyopathy (ARVC)","05412",0.172565652006093,0.0095,0.0121534001643309,0.0142894523144255,1
"166","IL-17 signaling pathway","04657",0.10320441207877,0.0225,0.0164062900044093,0.0191736160292495,1
"167","Bladder cancer","05219",0.0218874207421047,0.109,0.0167913575848711,0.0195061279728443,1
"168","Vasopressin-regulated water reabsorption","04962",0.598216701828568,0.0045,0.018621684573928,0.0215036119484645,1
"169","SNARE interactions in vesicular transport","04130",0.0239766991064266,0.1695,0.0264389859030375,0.0303500784922442,1
"170","Intestinal immune network for IgA production","04672",0.178099117917536,0.023,0.026616298802636,0.030373893927714,1
"171","Type II diabetes mellitus","04930",0.18169913315162,0.023,0.027070677048145,0.030711762265147,1
"172","Malaria","05144",0.488500743939972,0.009,0.0282561066633538,0.0318702598412246,1
"173","African trypanosomiasis","05143",0.926191357900068,0.006,0.0344135858707608,0.0385909575660554,1
"174","Hypertrophic cardiomyopathy (HCM)","05410",0.244889573935622,0.023,0.0348041484912819,0.0388046253293603,1
"175","Inflammatory bowel disease (IBD)","05321",0.582432401134612,0.0105,0.0372859727096292,0.0413341640323889,1
"176","Carbohydrate digestion and absorption","04973",0.598216701828568,0.011,0.0396380088028123,0.0436918960667363,1
"177","Parkinson's disease","05012",0.536376611488028,0.014,0.0442417554788445,0.0484909636321798,1
"178","Viral carcinogenesis","05203",0.0197440065844109,0.3905,0.0452211461718147,0.0492859682996183,1
"179","Type I diabetes mellitus","04940",0.398636553473684,0.02,0.0464948004190009,0.0503910127446155,1
"180","Pathogenic Escherichia coli infection","05130",0.171019713052657,0.047,0.0468095412448932,0.0504502833417183,1
"181","Allograft rejection","05330",0.259500309113806,0.0335,0.0499445822050859,0.0535317621424678,1
"182","Synaptic vesicle cycle","04721",0.263178791519156,0.0405,0.0590640808701735,0.0629584158726025,1
"183","Taste transduction","04742",0.999995331007589,0.0165,0.0842221996221552,0.0892847362114651,1
"184","MicroRNAs in cancer","05206",1,0.0215,0.104053600392743,0.10970868737061,1
"185","Autoimmune thyroid disease","05320",0.933463406692836,0.0255,0.112778457282271,0.118264976825733,1
"186","Sulfur relay system","04122",0.357688318132386,0.0675,0.11404933717696,0.118954685012528,1
"187","Olfactory transduction","04740",1,0.0385,0.163898235951003,0.170033464034731,1
"188","Graft-versus-host disease","05332",0.366699651742107,0.1285,0.191077086270623,0.197175291151601,1
"189","Phototransduction","04744",0.999922699712827,0.056,0.217402123379511,0.223153502304895,1
"190","Cardiac muscle contraction","04260",0.870113597042193,0.101,0.301588675541866,0.307937910816432,1
"191","Renin-angiotensin system","04614",0.300696878287857,0.3605,0.34925962840918,0.354745381734979,1
"192","Systemic lupus erythematosus","05322",0.99997290503416,0.129,0.39317747270514,0.397273071379152,1
"193","Ribosome biogenesis in eukaryotes","03008",0.437839235198073,0.6805,0.658716191999369,0.662129229263614,1
"194","Asthma","05310",0.842079420559164,0.386,0.690325221352485,0.690325221352485,1
