"","Names","ID","pl","pb","p","pFdr","pFWER"
"31","Axon guidance","04360",0.000600656963329994,5e-06,6.19384222358795e-08,3.87614642379375e-07,1.20160539137606e-05
"32","p53 signaling pathway","04115",8.4334118813238e-06,5e-04,8.55325555405767e-08,5.17449007035309e-07,1.65933157748719e-05
"33","Parkinson's disease","05012",0.000869155844991668,5e-06,8.80196764544599e-08,5.17449007035309e-07,1.70758172321652e-05
"34","Acute myeloid leukemia","05221",0.000925636659337335,5e-06,9.34481183447362e-08,5.29681530890928e-07,1.81289349588788e-05
"35","Small cell lung cancer","05222",0.000947670658451832,5e-06,9.55611009339303e-08,5.29681530890928e-07,1.85388535811825e-05
"36","Phospholipase D signaling pathway","04072",0.000991528283375073,5e-06,9.97593250197984e-08,5.37591918162247e-07,1.93533090538409e-05
"37","Endocytosis","04144",0.00115517141607548,5e-06,1.15341435295287e-07,6.04763201277991e-07,2.23762384472856e-05
"38","Insulin signaling pathway","04910",0.0013541556335251,5e-06,1.34133515241069e-07,6.84786893599142e-07,2.60219019567674e-05
"39","Homologous recombination","03440",0.00160341487712802,5e-06,1.5746890799999e-07,7.8330687569226e-07,3.05489681519981e-05
"40","Ras signaling pathway","04014",0.00191044583377378,5e-06,1.8594838590506e-07,9.01849671639539e-07,3.60739868655816e-05
"41","Thyroid hormone signaling pathway","04919",0.00207239047820473,5e-06,2.00867744034475e-07,9.50447374211907e-07,3.89683423426882e-05
"42","TNF signaling pathway","04668",0.00284060142657574,5e-06,2.70848677631735e-07,1.24999569239882e-06,5.25446434605565e-05
"43","Endometrial cancer","05213",2.91691851720195e-05,5e-04,2.77738774440218e-07,1.24999569239882e-06,5.38813222414023e-05
"44","HIF-1 signaling pathway","04066",0.00298086338693794,5e-06,2.83504177657465e-07,1.24999569239882e-06,5.49998104655483e-05
"45","Chronic myeloid leukemia","05220",3.32835358842593e-05,5e-04,3.14718300846308e-07,1.33941982428797e-06,6.10553503641837e-05
"46","Progesterone-mediated oocyte maturation","04914",0.0033604769410772,5e-06,3.17594391326013e-07,1.33941982428797e-06,6.16133119172466e-05
"47","Estrogen signaling pathway","04915",0.0036258670678032,5e-06,3.41298053276785e-07,1.40876217735524e-06,6.62118223356963e-05
"48","RNA degradation","03018",0.00399913819650203,5e-06,3.74474282551447e-07,1.5135002253121e-06,7.26480108149808e-05
"49","Chagas disease (American trypanosomiasis)","05142",0.00418374599564947,5e-06,3.90816702062278e-07,1.52990265739148e-06,7.5818440200082e-05
"50","mTOR signaling pathway","04150",0.00422320885837578,5e-06,3.94304808606052e-07,1.52990265739148e-06,7.64951328695742e-05
"51","Hepatitis B","05161",0.00460189731752516,5e-06,4.27685593263871e-07,1.62688245280767e-06,8.2971005093191e-05
"52","Wnt signaling pathway","04310",0.00574165519071352,5e-06,5.27258504164991e-07,1.96707980400016e-06,0.000102288149808008
"53","Glioma","05214",0.00607223159790661,5e-06,5.55915891829678e-07,2.03486194367844e-06,0.000107847683014958
"54","Colorectal cancer","05210",0.000126699249388835,5e-04,1.11334411488924e-06,3.99979182015764e-06,0.000215988758288513
"55","Fc epsilon RI signaling pathway","04664",0.0142069449802261,5e-06,1.24027318688297e-06,4.29711547150832e-06,0.000240612998255296
"56","Dopaminergic synapse","04728",0.0142085401052996,5e-06,1.2404044660024e-06,4.29711547150832e-06,0.000240638466404466
"57","Cell adhesion molecules (CAMs)","04514",0.0147512023084711,5e-06,1.28501435689669e-06,4.37355763575364e-06,0.000249292785237957
"58","Prolactin signaling pathway","04917",0.0152706461062193,5e-06,1.3276219931076e-06,4.4406666666013e-06,0.000257558666662875
"59","T cell receptor signaling pathway","04660",0.0167526187686074,5e-06,1.44870560332246e-06,4.76354045838231e-06,0.000281048887044556
"60","Adrenergic signaling in cardiomyocytes","04261",0.0179110813408775,5e-06,1.54289711521053e-06,4.98870067251403e-06,0.000299322040350842
"61","Bacterial invasion of epithelial cells","05100",0.000236585431582506,5e-04,2.00507379274312e-06,6.37679206216664e-06,0.000388984315792165
"62","Platelet activation","04611",0.0243660997994466,5e-06,2.06144941889155e-06,6.45034173008e-06,0.00039992118726496
"63","Antigen processing and presentation","04612",0.0251521139329024,5e-06,2.12395592165524e-06,6.45405819449157e-06,0.000412047448801117
"64","Cholinergic synapse","04725",0.0252743011392918,5e-06,2.13366153306194e-06,6.45405819449157e-06,0.000413930337414015
"65","Fluid shear stress and atherosclerosis","05418",0.000256368485205991,5e-04,2.16244217856676e-06,6.45405819449157e-06,0.000419513782641952
"66","Regulation of actin cytoskeleton","04810",0.0263696794646562,5e-06,2.22053969287406e-06,6.5270409154177e-06,0.000430784700417568
"67","cGMP-PKG signaling pathway","04022",0.0277137568832326,5e-06,2.32683303194508e-06,6.73739713727382e-06,0.000451405608197346
"68","Amoebiasis","05146",0.0298564965772715,5e-06,2.49561878126714e-06,7.01971604443155e-06,0.000484150043565824
"69","Regulation of lipolysis in adipocytes","04923",0.0298702948151558,5e-06,2.49670312920503e-06,7.01971604443155e-06,0.000484360407065777
"70","Long-term depression","04730",0.0362316291168092,5e-06,2.99343825838978e-06,8.29610031610883e-06,0.000580727022127618
"71","TGF-beta signaling pathway","04350",0.0380008938192224,5e-06,3.13055510006867e-06,8.55391111849748e-06,0.000607327689413321
"72","Signaling pathways regulating pluripotency of stem cells","04550",0.0443075723659794,5e-06,3.61608992696148e-06,9.74335341431289e-06,0.000701521445830528
"73","Notch signaling pathway","04330",0.0452042135482704,5e-06,3.68473956230768e-06,9.79232157654371e-06,0.000714839475087691
"74","Bladder cancer","05219",0.0484756347387389,5e-06,3.93446832961128e-06,1.03146872424944e-05,0.000763286855944588
"75","ECM-receptor interaction","04512",0.0581889125291105,5e-06,4.66969895352293e-06,1.19706841602228e-05,0.000905921596983449
"76","Hepatitis C","05160",0.0584527029357931,5e-06,4.68954637204605e-06,1.19706841602228e-05,0.000909771996176933
"77","Circadian rhythm","04710",0.0640017672289294,5e-06,5.10571449310266e-06,1.28637482034015e-05,0.000990508611661915
"78","Oocyte meiosis","04114",0.065262999627365,5e-06,5.19996089261863e-06,1.29332360662566e-05,0.00100879241316801
"79","MAPK signaling pathway","04010",0.0679907527454176,5e-06,5.40338021357585e-06,1.32690602713129e-05,0.00104825576143372
"80","Chemokine signaling pathway","04062",0.0720915404819881,5e-06,5.70816896385652e-06,1.35516163445165e-05,0.00110738477898817
"81","Choline metabolism in cancer","05231",0.000721622537122612,5e-04,5.71341425946985e-06,1.35516163445165e-05,0.00110840236633715
"82","Basal cell carcinoma","05217",0.0723589500679435,5e-06,5.72800278479563e-06,1.35516163445165e-05,0.00111123254025035
"83","Central carbon metabolism in cancer","05230",0.087064039199489,5e-06,6.81153520302437e-06,1.59209377034546e-05,0.00132143782938673
"84","Breast cancer","05224",0.000929179289061834,5e-04,7.23928755262967e-06,1.65376035117826e-05,0.00140442178521016
"85","Salmonella infection","05132",0.093008037593377,5e-06,7.24585720877072e-06,1.65376035117826e-05,0.00140569629850152
"86","GnRH signaling pathway","04912",0.0989316829860401,5e-06,7.67680100501992e-06,1.73174348252775e-05,0.00148929939497386
"87","mRNA surveillance pathway","03015",0.117435068176003,5e-06,9.01193328406993e-06,2.00955753690755e-05,0.00174831505710957
"88","Viral myocarditis","05416",0.124331704117105,5e-06,9.5057026670755e-06,2.09557536069619e-05,0.00184410631741265
"89","Aldosterone synthesis and secretion","04925",0.130061515983644,5e-06,9.91447255915666e-06,2.16113222075999e-05,0.00192340767647639
"90","Apelin signaling pathway","04371",0.133811040689936,5e-06,1.01812801604537e-05,2.19463150125335e-05,0.00197516835112801
"91","Epstein-Barr virus infection","05169",0.000339260629294651,0.002,1.03157961946981e-05,2.19919171623233e-05,0.00200126446177142
"92","Adipocytokine signaling pathway","04920",0.139160159937279,5e-06,1.05610053850643e-05,2.22699461380703e-05,0.00204883504470247
"93","Vascular smooth muscle contraction","04270",0.142319244903281,5e-06,1.07847781706182e-05,2.2497279194623e-05,0.00209224696509994
"94","Insulin secretion","04911",0.158186464560207,5e-06,1.19035737191542e-05,2.45669500161267e-05,0.00230929330151591
"95","Influenza A","05164",0.170345472227133,5e-06,1.27554684152577e-05,2.6048009184842e-05,0.00247456087255999
"96","Herpes simplex infection","05168",0.175061595972139,5e-06,1.30847076765674e-05,2.644201342973e-05,0.00253843328925408
"97","Toxoplasmosis","05145",0.182102612551188,5e-06,1.35750737926785e-05,2.71501475853569e-05,0.00263356431577962
"98","Glutamatergic synapse","04724",0.20873552373188,5e-06,1.54179988844993e-05,3.05213447305395e-05,0.00299109178359287
"99","RNA transport","03013",0.211132429712625,5e-06,1.55829903903178e-05,3.05363650072895e-05,0.00302310013572166
"100","Measles","05162",0.219737099909514,5e-06,1.61741844206441e-05,3.13779177760495e-05,0.00313779177760495
"101","Prion diseases","05020",0.22330196985436,5e-06,1.64186155736636e-05,3.15367467454528e-05,0.00318521142129074
"102","Gap junction","04540",0.251818380698872,5e-06,1.83640062621896e-05,3.49276197535762e-05,0.00356261721486478
"103","VEGF signaling pathway","04370",0.263839746385046,5e-06,1.91791523308608e-05,3.61238403124952e-05,0.003720755552187
"104","Long-term potentiation","04720",0.271980321783422,5e-06,1.97295860943231e-05,3.68032663682565e-05,0.00382753970229867
"105","Complement and coagulation cascades","04610",0.281482906125217,5e-06,2.03705747928708e-05,3.76370619982565e-05,0.00395189150981694
"106","NF-kappa B signaling pathway","04064",0.290710255494558,5e-06,2.09914619930812e-05,3.81382053530021e-05,0.00407234362665775
"107","Retrograde endocannabinoid signaling","04723",0.293444138326821,5e-06,2.11751353609289e-05,3.81382053530021e-05,0.00410797626002021
"108","Glucagon signaling pathway","04922",0.294284643071706,5e-06,2.12315782377538e-05,3.81382053530021e-05,0.00411892617812423
"109","Oxytocin signaling pathway","04921",0.307644369637987,5e-06,2.21271420105878e-05,3.93822527527893e-05,0.00429266555005403
"110","Th17 cell differentiation","04659",0.365958188051782,5e-06,2.60037241608704e-05,4.55647924356457e-05,0.00504472248720885
"111","Natural killer cell mediated cytotoxicity","04650",0.366970350394066,5e-06,2.60705771152406e-05,4.55647924356457e-05,0.00505769196035667
"112","GABAergic synapse","04727",0.404491787616113,5e-06,2.85393154697807e-05,4.94341714387273e-05,0.00553662720113745
"113","Inflammatory mediator regulation of TRP channels","04750",0.443644930887991,5e-06,3.10968552992824e-05,5.33875214872637e-05,0.00603278992806079
"114","NOD-like receptor signaling pathway","04621",0.455894344167439,5e-06,3.18933809493507e-05,5.42747009138074e-05,0.00618731590417404
"115","Proximal tubule bicarbonate reclamation","04964",0.472310489764739,5e-06,3.29582778302593e-05,5.55991817310461e-05,0.0063939058990703
"116","Melanoma","05218",0.00546449471997799,5e-04,3.77333909037676e-05,6.31058434080252e-05,0.00732027783533092
"117","Th1 and Th2 cell differentiation","04658",0.569543126752351,5e-06,3.9210177815026e-05,6.5015166633462e-05,0.00760677449611505
"118","Salivary secretion","04970",0.652243230575406,5e-06,4.44614981471969e-05,7.30977172928491e-05,0.0086255306405562
"119","cAMP signaling pathway","04024",0.669998209749424,5e-06,4.55818303661956e-05,7.43098747146382e-05,0.00884287509104194
"120","Dilated cardiomyopathy","05414",0.726662482346804,5e-06,4.91418794912522e-05,7.94460385108577e-05,0.00953352462130292
"121","Calcium signaling pathway","04020",0.73391669103991,5e-06,4.95960071332931e-05,7.95175651558583e-05,0.00962162538385886
"122","Phosphatidylinositol signaling system","04070",0.749320064817565,5e-06,5.05591039339596e-05,8.03972636326898e-05,0.00980846616318816
"123","Toll-like receptor signaling pathway","04620",0.769739764404481,5e-06,5.18334114523109e-05,8.17535107459212e-05,0.0100556818217483
"124","Jak-STAT signaling pathway","04630",0.806539437948768,5e-06,5.41231319521078e-05,8.401202648593e-05,0.0104998875987089
"125","Chemical carcinogenesis","05204",0.806673540161199,5e-06,5.41314603646456e-05,8.401202648593e-05,0.0105015033107413
"126","Staphylococcus aureus infection","05150",0.00827952397799774,5e-04,5.54515830392119e-05,8.5377834203231e-05,0.0107576071096071
"127","Gastric acid secretion","04971",0.958347152910268,5e-06,6.34838759330032e-05,9.69753695354537e-05,0.0123158719310026
"128","Alcoholism","05034",0.998069531215001,5e-06,6.59125366937274e-05,9.77854202857684e-05,0.0127870321185831
"129","Maturity onset diabetes of the young","04950",0.998433760883999,5e-06,6.59347689495332e-05,9.77854202857684e-05,0.0127913451762094
"130","Cytokine-cytokine receptor interaction","04060",0.999781144170262,5e-06,6.60170062571141e-05,9.77854202857684e-05,0.0128072992138801
"131","MicroRNAs in cancer","05206",0.999999965478683,5e-06,6.60303611208023e-05,9.77854202857684e-05,0.0128098900574357
"132","Fanconi anemia pathway","03460",0.00530971321281066,0.0015,0.000101472662511149,0.00014913406459972,0.019685696527163
"133","Shigellosis","05131",0.00204173222715563,0.0045,0.000115744484310255,0.000168830300422477,0.0224544299561895
"134","Aldosterone-regulated sodium reabsorption","04960",0.0189999212587222,5e-04,0.000119359622923136,0.000172804230202153,0.0231557668470885
"135","Phagosome","04145",0.00354152810018962,0.003,0.000132300935735431,0.000190121344686472,0.0256663815326737
"136","B cell receptor signaling pathway","04662",0.0116110198079137,0.0015,0.000208268444050744,0.000297088809895914,0.0404040781458442
"137","SNARE interactions in vesicular transport","04130",0.00351464493550736,0.0075,0.000304289234236346,0.000430891324393074,0.0590321114418512
"138","Renin secretion","04924",0.0538179450863319,5e-04,0.000310073456922879,0.000435900366978539,0.0601542506430384
"139","Pathogenic Escherichia coli infection","05130",0.0225314507011187,0.0015,0.000381743608928611,0.000532793238360796,0.0740582601321506
"140","Circadian entrainment","04713",0.0705569990415054,5e-04,0.000396962032613675,0.000550075959478949,0.0770106343270529
"141","Amyotrophic lateral sclerosis (ALS)","05014",0.110330219115458,5e-04,0.000596068931747227,0.000820123211056469,0.115637372758962
"142","Thyroid cancer","05216",0.0256583457147822,0.0025,0.00068343254936001,0.000933703623773535,0.132585914575842
"143","Legionellosis","05134",0.179721524617143,5e-04,0.000927115875439536,0.00125776559325364,0.17986047983527
"144","Epithelial cell signaling in Helicobacter pylori infection","05120",0.0445275807956764,0.0025,0.00112466773233002,0.00151517736161128,0.218185540072024
"145","Morphine addiction","05032",0.288691506685201,5e-04,0.00142083841984635,0.00190098381689787,0.275642653450192
"146","Endocrine and other factor-regulated calcium reabsorption","04961",0.00707243797114507,0.021,0.00145770330349725,0.00193694822519498,0.282794440878467
"147","PPAR signaling pathway","03320",0.317053315309994,5e-04,0.00154556956613074,0.00203973126414533,0.299840495829364
"148","Vasopressin-regulated water reabsorption","04962",0.00873108241833246,0.022,0.00183585617207584,0.00240646011745077,0.356156097382714
"149","Malaria","05144",0.106479732323324,0.002,0.00201340581896311,0.00262148140187144,0.390600728878844
"150","Melanogenesis","04916",0.521823138872675,5e-04,0.00241377877462519,0.00312182054851525,0.468273082277287
"151","Viral carcinogenesis","05203",0.264522374699939,0.001,0.00244354784604573,0.00313939259690644,0.474048282132872
"152","Dorso-ventral axis formation","04320",0.00503592583808348,0.053,0.00246315656799867,0.00314376561968252,0.477852374191743
"153","Tight junction","04530",0.00068078600850591,0.418,0.00260793884302724,0.00330679827155088,0.505940135547285
"154","Serotonergic synapse","04726",0.58867819246202,5e-04,0.00268754496404615,0.00338560859107112,0.521383723024952
"155","Amphetamine addiction","05031",0.596900885885671,5e-04,0.00272094483070867,0.0033972258998252,0.527863297157482
"156","African trypanosomiasis","05143",0.599573839148423,5e-04,0.00273178989882851,0.0033972258998252,0.529967240372732
"157","Tuberculosis","05152",0.658281544360227,5e-04,0.00296852885931099,0.00366811846309766,0.575894598706333
"158","Cocaine addiction","05030",0.349576194534834,0.001,0.00313177936973434,0.00384534935271178,0.607565197728461
"159","Pancreatic secretion","04972",0.8829923769273,5e-04,0.00385220487008956,0.00470017449558097,0.747327744797374
"160","RIG-I-like receptor signaling pathway","04622",0.972779002026589,5e-04,0.00419681220474941,0.00508863479825866,0.814181567721385
"161","Transcriptional misregulation in cancer","05202",0.0276460873207195,0.0185,0.00438737127030725,0.00528664612695407,0.851150026439606
"162","Renin-angiotensin system","04614",0.0043432845293612,0.135,0.00494967942329587,0.00592739387728023,0.960237808119398
"163","Systemic lupus erythematosus","05322",0.999782882224685,0.001,0.00790625545895178,0.00935414386743926,1
"164","Phototransduction","04744",0.999981397101138,0.001,0.00790762677453628,0.00935414386743926,1
"165","Ovarian steroidogenesis","04913",0.727600986981238,0.0015,0.00853507897235806,0.0100351837614392,1
"166","Mineral absorption","04978",0.622533068442954,0.002,0.0095727739503111,0.0111874587130142,1
"167","Cytosolic DNA-sensing pathway","04623",0.999543117550908,0.002,0.0144235372973347,0.0167554864412152,1
"168","Carbohydrate digestion and absorption","04973",0.744868063878349,0.003,0.0158739380468316,0.0183306189350318,1
"169","Rheumatoid arthritis","05323",0.652243230575406,0.004,0.018129227524172,0.0208110659153217,1
"170","Olfactory transduction","04740",1,0.0035,0.0232924730867037,0.026580822228356,1
"171","Inflammatory bowel disease (IBD)","05321",0.735319784759387,0.005,0.0242867564299579,0.0275533961836949,1
"172","Vibrio cholerae infection","05110",0.253658632773944,0.018,0.0291719322361961,0.0329032258943142,1
"173","Leishmaniasis","05140",0.451058692179269,0.011,0.0312882256396787,0.0350862183473853,1
"174","Type II diabetes mellitus","04930",0.0766808541745498,0.0715,0.0340264017315286,0.037937482390325,1
"175","Pertussis","05133",0.40505660550049,0.016,0.0391375090307158,0.0433867242969078,1
"176","Graft-versus-host disease","05332",0.236749901549072,0.034,0.0468653424613491,0.0516583888494416,1
"177","Hypertrophic cardiomyopathy (HCM)","05410",0.621154879932772,0.017,0.0586135316335333,0.0642430798695223,1
"178","Synaptic vesicle cycle","04721",0.651728385147502,0.041,0.123512132031414,0.134614346146598,1
"179","Taste transduction","04742",0.999874915028226,0.028,0.128102898372862,0.138837778124777,1
"180","IL-17 signaling pathway","04657",0.608984839881729,0.051,0.138889022177236,0.14969150167991,1
"181","Neuroactive ligand-receptor interaction","04080",0.999999986120988,0.0375,0.160628036266321,0.172164856550642,1
"182","Arrhythmogenic right ventricular cardiomyopathy (ARVC)","05412",0.317053315309994,0.1195,0.161899580730197,0.172574278360759,1
"183","Thyroid hormone synthesis","04918",0.67655838767981,0.0705,0.192834685265552,0.204425841210476,1
"184","Intestinal immune network for IgA production","04672",0.573287833832242,0.088,0.201130671246504,0.212061685988162,1
"185","Ribosome biogenesis in eukaryotes","03008",0.989181900183171,0.0535,0.208454120692518,0.218595131969451,1
"186","Cardiac muscle contraction","04260",0.494499898841384,0.2065,0.335104507773924,0.34951760488248,1
"187","Sulfur relay system","04122",0.135287315771169,0.811,0.352177456071084,0.365360569399948,1
"188","Fat digestion and absorption","04975",0.702724998119827,0.1825,0.391640968949979,0.404140148810085,1
"189","Peroxisome","04146",0.362837074423256,0.6895,0.596817741744716,0.612606570891402,1
"190","Type I diabetes mellitus","04940",0.69686222227742,0.3775,0.614350586826102,0.627284283390862,1
"191","Allograft rejection","05330",0.654459139573913,0.601,0.760348657439274,0.772291306509001,1
"192","Bile secretion","04976",0.99402604685609,0.5255,0.861580128753986,0.87055492176184,1
"193","Asthma","05310",0.738145994818099,0.7605,0.885485277180423,0.890073283797938,1
"194","Autoimmune thyroid disease","05320",0.966349148910259,0.601,0.89636386339822,0.89636386339822,1
